Plot Title: 20628542,,,,,,,,
#,"Date Time, GMT+03:00","Temp, °C (LGR S/N: 20628542, SEN S/N: 20628542, LBL: Temp)","Intensity, Lux (LGR S/N: 20628542, SEN S/N: 20628542, LBL: Light)",Coupler Detached (LGR S/N: 20628542),Coupler Attached (LGR S/N: 20628542),Host Connected (LGR S/N: 20628542),Stopped (LGR S/N: 20628542),End Of File (LGR S/N: 20628542)
642,03/08/2020 07:32,30.356,2755.6,,,,,
643,03/08/2020 08:32,30.76,11022.3,,,,,
644,03/08/2020 09:32,31.472,12400.1,,,,,
645,03/08/2020 10:32,32.086,41333.6,,,,,
646,03/08/2020 11:32,32.394,35822.5,,,,,
647,03/08/2020 12:32,31.88,52355.9,,,,,
648,03/08/2020 13:32,31.676,39955.8,,,,,
649,03/08/2020 14:32,31.574,21355.7,,,,,
650,03/08/2020 15:32,31.37,19289,,,,,
651,03/08/2020 16:32,31.268,13089,,,,,
652,03/08/2020 17:32,31.472,5511.1,,,,,
653,03/08/2020 18:32,31.166,236.8,,,,,
654,03/08/2020 19:32,30.659,0,,,,,
655,03/08/2020 20:32,30.659,0,,,,,
656,03/08/2020 21:32,30.457,0,,,,,
657,03/08/2020 22:32,30.356,0,,,,,
658,03/08/2020 23:32,30.457,0,,,,,
659,03/09/2020 00:32,30.558,0,,,,,
660,03/09/2020 01:32,30.558,0,,,,,
661,03/09/2020 02:32,30.457,0,,,,,
662,03/09/2020 03:32,30.457,0,,,,,
663,03/09/2020 04:32,30.457,0,,,,,
664,03/09/2020 05:32,30.356,0,,,,,
665,03/09/2020 06:32,30.255,129.2,,,,,
666,03/09/2020 07:32,30.558,3788.9,,,,,
667,03/09/2020 08:32,30.963,14466.8,,,,,
668,03/09/2020 09:32,31.574,38578,,,,,
669,03/09/2020 10:32,32.394,37200.2,,,,,
670,03/09/2020 11:32,33.43,44089.2,,,,,
671,03/09/2020 12:32,32.497,52355.9,,,,,
672,03/09/2020 13:32,31.983,27555.7,,,,,
673,03/09/2020 14:32,31.574,28933.5,,,,,
674,03/09/2020 15:32,31.166,21355.7,,,,,
675,03/09/2020 16:32,31.166,7577.8,,,,,
676,03/09/2020 17:32,31.37,1980.6,,,,,
677,03/09/2020 18:32,31.37,139.9,,,,,
678,03/09/2020 19:32,30.963,0,,,,,
679,03/09/2020 20:32,30.963,0,,,,,
680,03/09/2020 21:32,30.862,0,,,,,
681,03/09/2020 22:32,30.76,0,,,,,
682,03/09/2020 23:32,30.659,0,,,,,
683,03/10/2020 00:32,30.659,0,,,,,
684,03/10/2020 01:32,30.76,0,,,,,
685,03/10/2020 02:32,30.659,0,,,,,
686,03/10/2020 03:32,30.558,0,,,,,
687,03/10/2020 04:32,30.558,0,,,,,
688,03/10/2020 05:32,30.659,0,,,,,
689,03/10/2020 06:32,30.457,172.2,,,,,
690,03/10/2020 07:32,30.558,2583.4,,,,,
691,03/10/2020 08:32,30.76,7577.8,,,,,
692,03/10/2020 09:32,31.268,24800.2,,,,,
693,03/10/2020 10:32,34.163,137778.7,,,,,
694,03/10/2020 11:32,33.953,110223,,,,,
695,03/10/2020 12:32,33.326,49600.3,,,,,
696,03/10/2020 13:32,31.778,23422.4,,,,,
697,03/10/2020 14:32,31.574,42711.4,,,,,
698,03/10/2020 15:32,31.166,11022.3,,,,,
699,03/10/2020 16:32,30.963,6544.5,,,,,
700,03/10/2020 17:32,31.064,1894.5,,,,,
701,03/10/2020 18:32,31.166,118.4,,,,,
702,03/10/2020 19:32,31.064,0,,,,,
703,03/10/2020 20:32,30.963,0,,,,,
704,03/10/2020 21:32,30.963,0,,,,,
705,03/10/2020 22:32,30.558,0,,,,,
706,03/10/2020 23:32,30.356,0,,,,,
707,03/11/2020 00:32,30.558,0,,,,,
708,03/11/2020 01:32,30.659,0,,,,,
709,03/11/2020 02:32,30.76,0,,,,,
710,03/11/2020 03:32,30.659,0,,,,,
711,03/11/2020 04:32,30.659,0,,,,,
712,03/11/2020 05:32,30.659,0,,,,,
713,03/11/2020 06:32,30.558,129.2,,,,,
714,03/11/2020 07:32,30.457,1808.3,,,,,
715,03/11/2020 08:32,30.862,4650,,,,,
716,03/11/2020 09:32,31.268,12400.1,,,,,
717,03/11/2020 10:32,34.268,121245.2,,,,,
718,03/11/2020 11:32,40.761,209423.6,,,,,
719,03/11/2020 12:32,36.079,55111.5,,,,,
720,03/11/2020 13:32,32.704,34444.7,,,,,
721,03/11/2020 14:32,31.778,17911.2,,,,,
722,03/11/2020 15:32,31.268,10333.4,,,,,
723,03/11/2020 16:32,31.064,5511.1,,,,,
724,03/11/2020 17:32,30.963,2066.7,,,,,
725,03/11/2020 18:32,30.862,86.1,,,,,
726,03/11/2020 19:32,31.064,0,,,,,
727,03/11/2020 20:32,30.963,0,,,,,
728,03/11/2020 21:32,30.862,0,,,,,
729,03/11/2020 22:32,30.76,0,,,,,
730,03/11/2020 23:32,28.754,0,,,,,
731,03/12/2020 00:32,30.154,0,,,,,
732,03/12/2020 01:32,30.862,0,,,,,
733,03/12/2020 02:32,30.558,0,,,,,
734,03/12/2020 03:32,30.659,0,,,,,
735,03/12/2020 04:32,30.558,0,,,,,
736,03/12/2020 05:32,30.659,0,,,,,
737,03/12/2020 06:32,30.558,75.3,,,,,
738,03/12/2020 07:32,30.558,2152.8,,,,,
739,03/12/2020 08:32,30.659,8611.2,,,,,
740,03/12/2020 09:32,31.166,19977.9,,,,,
741,03/12/2020 10:32,31.37,34444.7,,,,,
742,03/12/2020 11:32,35.542,187379,,,,,
743,03/12/2020 12:32,35.009,104711.8,,,,,
744,03/12/2020 13:32,33.326,23422.4,,,,,
745,03/12/2020 14:32,32.188,37200.2,,,,,
746,03/12/2020 15:32,31.37,10333.4,,,,,
747,03/12/2020 16:32,31.064,2927.8,,,,,
748,03/12/2020 17:32,30.862,3444.5,,,,,
749,03/12/2020 18:32,30.659,64.6,,,,,
750,03/12/2020 19:32,30.76,0,,,,,
751,03/12/2020 20:32,30.862,0,,,,,
752,03/12/2020 21:32,30.76,0,,,,,
753,03/12/2020 22:32,30.76,0,,,,,
754,03/12/2020 23:32,30.558,0,,,,,
755,03/13/20 12:32:59 AM,30.255,0,,,,,
756,03/13/20 01:32:59 AM,30.255,0,,,,,
757,03/13/20 02:32:59 AM,30.76,0,,,,,
758,03/13/20 03:32:59 AM,30.457,0,,,,,
759,03/13/20 04:32:59 AM,30.558,0,,,,,
760,03/13/20 05:32:59 AM,30.457,0,,,,,
761,03/13/20 06:32:59 AM,30.457,118.4,,,,,
762,03/13/20 07:32:59 AM,30.558,1980.6,,,,,
763,03/13/20 08:32:59 AM,30.457,5166.7,,,,,
764,03/13/20 09:32:59 AM,30.76,7233.4,,,,,
765,03/13/20 10:32:59 AM,31.268,20666.8,,,,,
766,03/13/20 11:32:59 AM,32.188,49600.3,,,,,
767,03/13/20 12:32:59 PM,34.163,93689.5,,,,,
768,03/13/20 01:32:59 PM,34.479,110223,,,,,
769,03/13/20 02:32:59 PM,32.911,37200.2,,,,,
770,03/13/20 03:32:59 PM,31.983,27555.7,,,,,
771,03/13/20 04:32:59 PM,31.268,75.3,,,,,
772,03/13/20 05:32:59 PM,30.963,613.5,,,,,
773,03/13/20 06:32:59 PM,30.862,21.5,,,,,
774,03/13/20 07:32:59 PM,30.76,0,,,,,
775,03/13/20 08:32:59 PM,30.659,0,,,,,
776,03/13/20 09:32:59 PM,30.76,0,,,,,
777,03/13/20 10:32:59 PM,30.659,0,,,,,
778,03/13/20 11:32:59 PM,30.659,0,,,,,
779,03/14/20 12:32:59 AM,30.457,0,,,,,
780,03/14/20 01:32:59 AM,30.255,0,,,,,
781,03/14/20 02:32:59 AM,30.356,0,,,,,
782,03/14/20 03:32:59 AM,30.659,0,,,,,
783,03/14/20 04:32:59 AM,30.558,0,,,,,
784,03/14/20 05:32:59 AM,30.659,0,,,,,
785,03/14/20 06:32:59 AM,30.659,53.8,,,,,
786,03/14/20 07:32:59 AM,30.659,678.1,,,,,
787,03/14/20 08:32:59 AM,30.76,2497.2,,,,,
788,03/14/20 09:32:59 AM,30.76,5338.9,,,,,
789,03/14/20 10:32:59 AM,31.37,16533.4,,,,,
790,03/14/20 11:32:59 AM,31.778,42711.4,,,,,
791,03/14/20 12:32:59 PM,32.394,28933.5,,,,,
792,03/14/20 01:32:59 PM,31.983,2238.9,,,,,
793,03/14/20 02:32:59 PM,31.88,7233.4,,,,,
794,03/14/20 03:32:59 PM,31.574,4822.3,,,,,
795,03/14/20 04:32:59 PM,31.064,1173.3,,,,,
796,03/14/20 05:32:59 PM,30.862,850.4,,,,,
797,03/14/20 06:32:59 PM,30.659,21.5,,,,,
798,03/14/20 07:32:59 PM,30.558,0,,,,,
799,03/14/20 08:32:59 PM,30.558,0,,,,,
800,03/14/20 09:32:59 PM,30.659,0,,,,,
801,03/14/20 10:32:59 PM,30.659,0,,,,,
802,03/14/20 11:32:59 PM,30.659,0,,,,,
803,03/15/20 12:32:59 AM,30.659,0,,,,,
804,03/15/20 01:32:59 AM,30.558,0,,,,,
805,03/15/20 02:32:59 AM,30.457,0,,,,,
806,03/15/20 03:32:59 AM,30.457,0,,,,,
807,03/15/20 04:32:59 AM,30.457,0,,,,,
808,03/15/20 05:32:59 AM,30.558,0,,,,,
809,03/15/20 06:32:59 AM,30.558,64.6,,,,,
810,03/15/20 07:32:59 AM,30.457,1001,,,,,
811,03/15/20 08:32:59 AM,30.659,2755.6,,,,,
812,03/15/20 09:32:59 AM,30.76,6544.5,,,,,
813,03/15/20 10:32:59 AM,31.064,10333.4,,,,,
814,03/15/20 11:32:59 AM,31.472,27555.7,,,,,
815,03/15/20 12:32:59 PM,31.983,24800.2,,,,,
816,03/15/20 01:32:59 PM,32.704,12400.1,,,,,
817,03/15/20 02:32:59 PM,33.743,6200,,,,,
818,03/15/20 03:32:59 PM,32.807,3272.2,,,,,
819,03/15/20 04:32:59 PM,31.778,2583.4,,,,,
820,03/15/20 05:32:59 PM,31.268,861.1,,,,,
821,03/15/20 06:32:59 PM,30.963,21.5,,,,,
822,03/15/20 07:32:59 PM,30.76,0,,,,,
823,03/15/20 08:32:59 PM,30.862,0,,,,,
824,03/15/20 09:32:59 PM,30.862,0,,,,,
825,03/15/20 10:32:59 PM,30.862,0,,,,,
826,03/15/20 11:32:59 PM,30.76,0,,,,,
827,03/16/20 12:32:59 AM,30.76,0,,,,,
828,03/16/20 01:32:59 AM,30.659,0,,,,,
829,03/16/20 02:32:59 AM,30.659,0,,,,,
830,03/16/20 03:32:59 AM,30.659,0,,,,,
831,03/16/20 04:32:59 AM,30.457,0,,,,,
832,03/16/20 05:32:59 AM,30.659,0,,,,,
833,03/16/20 06:32:59 AM,30.659,53.8,,,,,
834,03/16/20 07:32:59 AM,30.659,721.2,,,,,
835,03/16/20 08:32:59 AM,30.76,1722.2,,,,,
836,03/16/20 09:32:59 AM,30.963,2583.4,,,,,
837,03/16/20 10:32:59 AM,31.37,8266.7,,,,,
838,03/16/20 11:32:59 AM,31.37,3788.9,,,,,
839,03/16/20 12:32:59 PM,31.676,3100,,,,,
840,03/16/20 01:32:59 PM,33.014,57867,,,,,
841,03/16/20 02:32:59 PM,33.43,26178,,,,,
842,03/16/20 03:32:59 PM,32.807,27555.7,,,,,
843,03/16/20 04:32:59 PM,32.086,14466.8,,,,,
844,03/16/20 05:32:59 PM,30.054,10.8,,,,,
845,03/16/20 05:39:54 PM,,,,Logged,Logged,,
846,03/16/20 05:40:01 PM,,,,,,Logged,Logged
